"","value"
"546","ㅁ<U+F071> 원희룡지사는 축사를 통해 “국가관광전략회의를 통해 내수 관광을 활성화시키는 정책결단을 내리고 체계적으로 준비해 주신데 감사드린다”며 “자연과 문화 그리고 자랑스러운 국민들이 함께 어울어지는 국가적 중점사업을 진심으로 응원한다”고 말했다."
"547","<U+274D> 이어 “그동안의 100일이 넘는 코로나19 방역 과정에서 국민은 지쳐있고 경제는 침체를 넘어 중단의 위기에 있다”며 “이제 성공적인 K방역을 바탕으로 한 안전관광으로, 방역과 일상이 함께하는 새로운 모델로서 우리 한국 관광이 나아가야 한다고” 강조했다."
"548","<U+274D> 더불어 “제주도는 지금까지 지역감염 없이 잘 대응해 온 것을 바탕으로 더 조심하면서 내수경제 활성화와 자연속에서 지친 국민들이 활력을 얻을 수 있도록 준비하고 방문객들을 맞도록 하겠다”고 밝혔다."
"549","ㅁ<U+F071> 한편 문화유산방문 캠페인의 주요 행사인 ‘제주 세계유산축전’은 오는 9월 4일부터 20일까지 개최될 예정이다."
"550","<U+F071>■ 제주특별자치도가 코로나19 확진자가 방문한 다중이용시설 이용자 및 행사 참여자에 대한 코로나19 진단 검사를 지원한다."
"551","<U+274D> 지난 4월 30일부터 5월 5일까지의 연휴 이후 전국적으로 확진자가 증가함에 따라 지역 내 감염병 유입을 사전에 예방하기 위해 추진됐다."
"552","<U+F071>■ 노래방 9개소, 주점 7개소 등*(붙임 참조) 확진자가 발생한 총 30개 다중이용시설을 이용 또는 방문한 제주도민은 증상 유무에 관계없이 선별진료소를 찾아 코로나19 진단검사를 받으면 된다."
"553","<U+274D> 해당 다중이용시설을 이용한 도민은 시설 방문 이력을 확인할 수 있는 카드 사용내역 또는 영수증과 신분증을 지참하고 가까운 보건소나 선별진료소를 방문해 검사를 요청할 수 있다."
"554","<U+274D> 관련 시설 방문 도민은 가능한 빠른 시간 내 검사를 받으면 된다. 검사 후 14일 이내에 발열 등 코로나19 의심 증상 발현 시 추가 검사를 받게 된다."
"555","<U+274D> 앞서 정은경 중앙방역대책본부 본부장은 지난 25일 정례브리핑을 통해 “코로나19 확진자가 방문한 다중이용시설 이용자 및 행사 참여자에 대한 일제검사를 실시하고 있다”며 일제검사 대상 시설과 방문 일시 등을 공개한 바 있다."
"556","<U+F071>■ 원희룡 지사는 “해당 다중이용시설을 방문 또는 이용한 도민의 경우 증상유무에 관계없이 빠른 시일 내 관할 보건소나 선별진료소에 사전 신고하고 검사를 받을 것”을 당부했다."
"557","<U+F071>■ 한편 제주도는 지난 7일부터 이태원, 논현동 등 수도권 확진자 방문업소를 찾은 제주 도민의 코로나19 검사를 지원하고 있다."
"558","<U+274D> 특히 지난 11일부터는 원희룡 도지사의 긴급 지시로 중앙방역대책본부가 정한 ‘이태원 일대 방문자’보다 검사 지원 대상을 확대해 이태원<U+2024>논현동 등 수도권 확진자 방문 업소를 찾은 도민들에게 코로나19 검사를 지원하고 있다."
"559","<U+274D> 26일 오전 10시 기준 서울 이태원 등 코로나19 확진자 관련 방문 이력으로 검사를 받은 제주도민은 총 230명이다. 도내 14번 확진자 1명을 제외하고, 나머지 229명은 모두 음성판정을 받았다."
"560","<U+F071>■ 더불어 제주도는 52개 합동점검반(도 7, 제주시 32, 서귀포시 13)을 꾸려 제주지역 내 총 1,397개소(유흥주점 777, 단란주점 611, 콜라텍 7, 클럽 2)의 유흥업소 등을 대상으로 방역지침 준수 여부를 확인하는 현장 점검을 진행 중이다."
"561","<U+274D> 심야시간을 이용해 이뤄지는 합동점검에서는 △방역관리자 지정 및 종사자 마스크 착용 여부 △하루 2회 이상 환기 및 매일 소독 실시 △출입자 명단 작성 여부 등 방역 준수 사항 이행 여부를 확인하고 있다. 현장 점검은 오는 6월 7일까지 진행된다."
"562","<U+F071> 원희룡 제주특별자치도지사는 26일 “제주도와 JDC, 농업인단체협의회가 손을 잡고 구체적으로 사업을 시작한다면 제주의 먹거리산업이 대한민국과 글로벌, 후손들을 위한 중요한 출발점이 될 것”이라고 강조했다."
"563","<U+F071> 원희룡 지사는 이날 오전 11시 제주도청 백록홀에서 열린 ‘제주 먹거리 전략 수립을 위한 제주도·제주국제자유도시개발센터(이하, JDC)·제주도농업인단체협의회(이하, 농단협) 간 업무협약식’에서 이같이 밝혔다."
"564","<U+274D> 협약식에는 원희룡 지사, 문대림 JDC 이사장, 강수길 농단협 회장을 비롯한 농업 및 실무 관계자 등이 참석했다."
"565","<U+F071> 원희룡 지사는 “이번 협약식이 특히 의미있는 것은 다른 시도의 경우에 지역먹거리전략을 세울 때 지자체나 다른 기관들이 주도하는 경우가 많지만 제주도는 농단협이 시작단계부터 참여하여 적극적으로 힘을 모아오고 있기 때문이다”라며,"
"566","<U+274D> “1500만 명의 관광객이 오는 국제도시로서 제주의 위상과 환경을 활용하면 다른 어떤 시도보다 더 발전적인 먹거리전략이 나올 수 있을 것”이라고 제주 먹거리산업 발전에 대한 기대감을 보였다."
"567","<U+274D> 이어 “제주의 아름다운 자연환경은 수출할 수 없지만 먹거리는 수출할 수 있다”며 제주도의 농산물 유통 및 생산체계 개선을 통한 제주 먹거리산업의 글로벌화에 대해서도 강조했다."
"568","<U+F071> 문대림 JDC 이사장은 “JDC도 청정 1차산업에 제주의 미래가 있다 라는 생각을 가지고 제주 미래농업을 연구하기 위한 여러 가지 고민들을 하고 있다”며 “JDC의 핵심 프로젝트의 한 축으로서 큰 역할을 할 수 있도록 도와 농단협과 적극 협의해 나가겠다”고 밝혔다."
"569","<U+F071> 강수길 농단협 회장은 “제주농업 환경을 바꾸는 것만이 아닌 제주환경을 지키고 제주도를 지속가능한 농업의 나라로 만들어 나가는데 제주도 및 JDC와 힘을 합치겠다”고 말했다."
"570","<U+F071> 이날 협약식은 반복되는 제주산 농산물의 과잉생산 등 수급불안 문제를 해소하고 농가의 안정적인 소득보장 및 제주도민 먹거리 요구 충족을 목적으로, 도내 생산되는 농산물을 지역 내에서 우선 소비할 수 있는 먹거리 선순환 구조를 마련하기 위해 공동 추진했다."
"571","<U+274D> 주요 협약 내용은 ▲<U+FF62>제주 먹거리 전략 수립<U+FF63>을 위한 실무 TF 및 기획단 등 구성 ▲‘제주 먹거리 선순환 체계 및 컨트롤타워 구축’을 위한 연구용역 및 제주농업 발전 방향 모색 토론회 개최 등(JDC 사업비 1억원 지원) ▲그 밖에 제주 미래 농업을 위하여 필요한 공동사업 발굴 등이다."
"572","<U+274D> 또한 제주도는 JDC, 농단협 간의 상호 원활한 업무 수행과 협약의 실행을 위해 협의체를 구성·운영하고, 사업 추진 및 일정 등 구체적 사항에 대해서는 상호 협의해 정할 계획이다."
"573","<U+F071> 한편 제주도는 농가 복지 및 농업경영 안정화를 위해 ▲농작물재해보험 품목 확대 ▲농작물 과잉생산 방지를 위한 휴경보상금 지원 ▲제주형 농업인 월급제 도입 등을 추진하고 있다."
"574","붙임 : 제주 먹거리 전략 수립을 위한 도<U+2024>JDC<U+2024>농단협 간 협약서(안)"
"575","■ 제주특별자치도(이하 제주도)는 26일 11시 10분 도청 2층 백록홀에서 원희룡 제주도지사와 제주국제자유도시개발센터(이하 JDC) 문대림 이사장, 제주특별자치도농업인단체협의회(이하 농단협) 강수길 회장 등 관계자가 참석한 가운데 제주 먹거리 전략 수립을 위한 업무협약을 체결한다."
"576","<U+274D> 본 협약은 반복되는 △제주산 농산물의 과잉생산 등 수급불안 문제를 해소하고 △농가의 안정적인 소득보장 및 제주도민 먹거리 요구 충족을 목적으로, 제주산 농산물이 도내에서 우선 소비되는 선순환 구조를 마련하기 위해 세 기관·단체가 공동 추진했다."
"577","■ 각 기관·단체는 공동의 목적 달성에 필요한 제반사항 및 공동사업을 협약서에 구체화 하였으며, 농단협을 중심으로 제주도와 JDC의 행정적·재정적 지원을 통해 공동사업을 수행할 계획이다."
"578","<U+274D> 공동사업은 ①「제주 먹거리 선순환 체계 및 컨트롤타워 구축」을 위한 연구용역, ②제주농업 발전 방향 모색을 위한 토론회이며, ③그 밖에 제주 미래 농업을 위한 공동사업이 필요할 경우 상호 협의하여 추진할 방침이다."
"579","<U+274D> 한편 제주도는 제주 먹거리 전략 수립 실무 TF팀 및 기획단 운영을 통해 연구용역 등 공동사업을 수행하고, 그 결과를 토대로 연내에 「제주 먹거리 전략」설립을 위한 비전과 실행계획을 마련할 계획이다."
"580","<U+2751> 제주특별자치도는 코로나19 확산 이후 방역 과정과 선제적 대응 조치를 담은 ‘코로나19 100일 사진 기록’을 5월 25일부터 오는 6월 말까지 순회 전시한다고 밝혔다."
"581","<U+274D> 이번 사진전은 제주형 생활방역체계 전환 이후 코로나19 방역 활동의 중간점검이라는데 의미를 두었다."
"582","<U+274D> 사진은 5월 25일 도 본청 현관을 시작으로 제2청사 로비와 양 행정시 로비에서 공개될 예정이며, 도 본청과 제2청사는 3주, 양 행정시 로비에서는 2주간 계속 전시된다."
"583","<U+2751> 이번 사진전은 국내 코로나19 발생에 따른 선제적 대응조치로서 제주도가 지난 1월 27일부터 제주도지사가 본부장을 맡은 도 비상대책본부 출범 이후 100일 간의 기록을 담았다."
"584","<U+274D> 코로나19 100일간의 지역 방역 현장, 도지사 브리핑, 재난안전대책본부 합동 브리핑, 도민들의 ‘우리동네 우리가 지킨다’자발적 방역 활동 및 사회적 거리 손 인사, 제주공항 출·도착 발열카메라 운영, 북 드라이브 스루 실시, 제주공항 워크스루 선별진료소 사진 등의 주요 활동 모습 총 26점이 전시된다."
"585","<U+2751> 원희룡 제주특별자치도지사는 이날 전시회에 참석해 “제주도 비상대책본부가 출범된 지 벌써 100여 일이 지났지만, 코로나 바이러스는 여전히 확산되고 있다”면서 “치료제나 백신이 나오기 전까지는 지치지 말고 주변에 사소한 것부터 빈틈을 메꿔나가야 한다”고 강조했다."
"586","<U+274D> 이어 “제주는 코로나 바이러스 방역에 있어서는 대한민국의 최전선이고 글로벌의 표준이라는 것을 이번에 반드시 보여줄 수 있길 바란다”고 전했다."
"587","<U+2751> 한편 제주도는 지난 6일 제주도의 코로나19 대응 현장을 담은 「코로나19 100일간의 기록! 이렇게 싸웠습니다」 영상을 도 공식 유튜브* 게시하여 대내외 홍보자료로 활용하고 있다."
"588","*도 공식 유튜브 사이트 주소: https://www.youtube.com/watch?v=YqUuO_Mt8pU"
"589","※ 최초 보도자료에 오타가 있어 수정이 있었습니다."
"590","<U+00A0><U+00A0>(4조 8,9060억 원 -> 4조 8,906억 원 / 2조 4,3246억 원 -> 2조 4,324억 원<U+00A0>)"
"591","한국매니페스토실천본부, 시도지사 공약이행 및 정보공개 평가 결과 발표"
"592","원희룡 제주도정 공약이행 ‘전국 최고 등급’"
"593","- 공약 종합평가와 공약이행완료분야 모두 최고등급인 SA등급 -"
"594","한국매니페스토실천본부가 전국 시도지사 공약이행 및 정보공개 평가를 실시한 결과, 민선 7기 원희룡 제주도정이 ‘최고 등급’ 평가를 받았다."
"595","제주특별자치도에 따르면 한국매니페스토실천본부는 25일‘2020 민선7기 전국 시·도지사 공약이행 및 정보공개 평가 결과’를 발표하였다."
"596","한국매니페스토실천본부 평가 결과, 제주자치도는 공약 이행 및 정보공개 종합평가* 에서 최고 등급인 SA등급을 받았다."
"597","제주자치도는 공약이행 완료분야에서도 SA등급으로 평가되었다."
