"","value"
"744","■ 원희룡 지사는 “각 부서들은 유관기관들과의 협력을 통해 비상상황에 대해 필요한 조치, 연락, 통제관리 등이 필요할 때 허점이 발생하지 않도록 꼼꼼히 점검해 달라”고 당부했다."
"745","<U+274D> 원 지사는 메시지훈련과 관련해서는, “형식적으로 늘 작성하던대로 올리는 것이 아닌, 성의 있는 자세로 임해야 한다”면서 “간부들부터 솔선수범해 훈련에 대한 문제점과 대안들을 찾아내려는 적극적인 자세가 필요하다”고 주문했다."
"746","■ 원희룡 지사는 소방안전본부장에게 “소방차 이면도로 길터주기, 길 비켜주기 등 이면도로 강제조치가 필요하다는 의견이 제주도에서만 50% 이하로 조사됐다”면서 “실제 소방차 진입훈련 등 대책 마련이 필요한 것 같다”는 의견을 제시했다."
"747","<U+274D> 이에 대해, 정병도 소방안전본부장은 “현재 관련 전수조사를 실시하고 있으며, 오는 7월에서 8월 중 전수조사가 완료되면, 관련 실·국과 연계해 대책을 마련하겠다”고 답변했다."
"748","■ 원희룡 지사는 끝으로, “을지태극연습 기간과 제주포럼 기간이 중복된다”면서 “제주포럼에 차질이 발생하지 않도록 관련 부서에서는 세밀하게 대안을 의논해달라”고 주문했다."
"749","■ 을지태극연습은 오는 27일부터 30일까지 4일간 한국군 단독 군사연습인 태극훈련과 을지연습을 연계해 진행하며, 제1부 국가위기대응연습인 재난대응연습과 제2부 전시대비연습으로 구분해 실시하게 된다."
"750","* 제1부 국가위기대응연습: 5월 27～28일 / 제2부 전시대비연습: 5월 28～30일"
"751","■ 제주특별자치도는 정부의 연습계획에 따라 오는 27일부터 28일까지 지진 및 정보통신 사고에 의한 상황판단회의를 실시해 지역재난안전대책본부를 구성·가동한다."
"752","<U+274D> 이어, 28일 오후부터는 자연재난에서 국지 도발상황으로 위기가 전환돼 도, 행정시, 통합방위지원본부를 운영하며, 29일 공무원 비상소집을 실시하는 등 전시대비 국가총력전 연습으로 전환 실시할 계획이다."
"753","■ 제주특별자치도는 을지태극연습에서 도상연습(메시지 처리)*, 전시현안과제 토의, 실제훈련 등을 실시해 제주지역 안전보장을 위한 최상의 비상대비태세 능력을 갖춰나갈 방침이다."
"754","* 도상연습: 지도 위에 부대나 군사 시설을 표시한 다음, 도구나 부호를 이용해 실제 작전처럼 옮기면서 하는 군사 연습."
"755","<U+274D> 이를 위해, 대형복합위기 상황에서 연습 각본에 따라 재난분야와 비상대비분야에 대한 280건의 메시지를 처리하는 도상연습을 실시한다."
"756","<U+274D> 또한, 다중이용시설 파괴·항공기 해상불시착 사고에 따른 종합처리대책, 전사상자 및 전재민 대량 발생에 따른 종합처리대책을 도와 양 행정시에서 각각 토의한다."
"757","<U+274D> 특히, 항공기 해상불시착 사고에 따른 종합처리대책과 관련해서는 제주항에 대한 테러, 화재, 붕괴 등의 복합위기상황까지도 가정해 실제훈련으로 진행할 계획이다."
"758","<U+274D> 이밖에도, 읍<U+2027>면<U+2027>동에서는 지역주민들을 대상으로 주민체감형 교육 및 시범식 훈련 등 도 일대에서 15가지 훈련이 실시된다."
"759","■ 제주특별자치도는 최근 안보상황, 테러, 화재, 항공기 사고 등 위기 발생 시 국민의 생명과 재산을 보호할 수 있는 대응능력 배양과 주민참여확대 및 안보의식 고취에 중점을 둘 예정이다."
"760","■ 한편, 원희룡 지사는 2019년 을지태극연습의 첫 행보로 지난 14일 국무총리가 주재하는 중앙 을지태극연습 준비보고회에 참석했다."
"761","■ 원희룡 제주특별자치도지사는 15일 “선생님들이 학생에게 가지는 관심과 애정, 믿음과 적절한 자극, 그리고 격려는 아이들의 인생을 바꿀 수 있는 큰 힘”이라고 강조했다."
"762","■ 원희룡 지사는 이날 오후 3시 제주학생문화원 대극장에서 개최된 ‘제38회 스승의 날 기념행사’에서 참석해,"
"763","<U+274D> “고구마와 좁쌀 외에 가진 것 없던 어린 시절에도 꿈을 가질 수 있었던 것은 선생님들의 사랑과 자극이 있었기 때문”이라고 자신의 경험을 예로 들며 이같이 말했다."
"764","■ 원희룡 지사는 축사를 통해 “제주의 미래를 위해 선생님들이 학생들의 자질을 끌어낼 수 있도록, 선생님들의 역량을 마음껏 펼쳐나가길 바란다”면서, “교육환경 개선과 교육종사자들의 처우개선을 위해 지원을 아끼지 않겠다”고 전했다."
"765","■ 원희룡 지사는 교권침해에 대한 우려의 심정도 밝혔다. 원 지사는 “과거 교권에 비해 현재의 교권이 상대적으로 걱정되는 점이 많다”면서 ‘힘을 내달라’는 말로 교육관계자들을 격려했다."
"766","<U+274D> 그러면서, “선생님의 힘은 아이들에 대한 교육적 효과 위에서 권위와 위상이 지켜질 수 있다”고 말했다."
"767","■ 제38회 스승의 날을 기념하기 위해 마련된 이날 행사에는 원희룡 지사를 비롯해 이석문 교육감 등 교육기관 단체장과 도내 교사 및 학생 등 500여 명이 참석했다."
"768","■ 전체 수자원 용량의 84%를 지하수로 이용하는 제주 지역의 지속가능한 물 관리 체계 구현을 위해 행정이 머리를 맞댔다."
"769","■ 제주특별자치도는 14일 오전 제주도청 본관 2층 삼다홀에서 주간정책 조정회의를 개최하고 지하수 오염 및 지하수위 감소에 따른 대책들을 논의했다."
"770","■ 원희룡 제주특별자치도지사는 “물은 제주 청정을 상징하는 대표 분야인 만큼 깨끗한 수질과 수량을 확보하는 것은 생명선을 지키는 일”이라며 “수자원 관련 데이터, 협력 체계, 법정 계획에 반영시킬 중장기 비전까지의 과제를 설정하고 추진체계를 정비해 달라”고 주문했다."
"771","<U+274D> 원 지사는 “제주의 수자원이 중요한 만큼 물 관련 데이터를 일목요연하게 통합해 축적하고 관리할 수 있는 근거나 체계를 잘 구축해야 한다”며 “데이터가 각 기관이나 부서에 공유돼 정책 추진과 후속 관리로 연결돼야 한다”고 강조했다."
"772","<U+274D> 이어 “지하수의 주오염원으로 화학비료, 가축분뇨, 생활하수 등이 거론되는 만큼 축산 폐수와 생활하수 관리, 하수용량 포화 문제를 실시간으로 대응할 수 있도록 투자하고 사각 지대에 대한 제도 개선으로 관리 허점을 해결해야 한다”고 당부했다."
"773","<U+274D> 또한 오염원에 대한 관리 및 저감 대책 뿐 아니라 지속적인 지하수 수질 모니터링도 당부했다."
"774","<U+274D> 원 지사는 “지하수 수질에 대한 데이터를 체크해 공유함으로써 도민과 국민의 신뢰를 유지할 필요가 있다”며 “제주도의 대표 자원으로 물 산업이 다시 날개를 달 수 있도록 관련 부서에서 힘을 기울여주길 바란다”고 전했다."
"775","■ 이날 회의는 지하수 수질개선 및 오염방지 방안을 주제로 한 제주연구원의 발표를 시작으로 ▲지하수 수질관리방안 ▲양돈분뇨 배출 관리·단속 ▲화학비료 사용 절감 및 농가지도 ▲노후하수관로 정비 ▲개인하수처리시설 개선 ▲지하수위 감소에 따른 각 부서의 추진 상황과 계획들이 공유됐다."
"776","<U+274D> 환경보전국은 비료, 축산, 하수 등 지하수 오염 방지를 위한 부서 간 협의 체제를 구축해 원인별로 대응하는 것을 대책으로 꼽았으며, 수질전용측정망*과 오염방지 그라우팅* 구축사업을 소개했다."
"777","* 수질전용 측정망: 양돈장 등 지하수 오염 유발시설과 농업활동에 의한 수질 악화 등 자동관측센서를 이용한 지하수 수질 감시관측망"
"778","* 오염방지 그라우팅: 지표 및 표층에 있는 오염물질이 지하수 관정 내부로 유입되지 않도록 시멘트 등으로 일정심도까지 관정 외부를 보호하는 공법 또는 시설"
"779","<U+274D> 농축산식품국은 올해 시범사업으로 추진하는 양돈분뇨 고도화 처리를 통해 정화 후 농업용수로 재이용하는 방안과 토양 생태보전 유기질비료를 화학 비료로 대체하는 방안을 공유했다."
"780","<U+274D> 자치경찰단은 가축분뇨 불법처리 단속 상황을 공유하며 불법행위를 근절 의지를 밝혔으며, 농업기술원에서는 올바른 비료사용 방법 중점 교육으로 지하수 오염에 대응, 상하수도본부는 오염 예방을 위한 개인오수처리시설 관리 강화방안 등을 제안하기도 했다."
"781","■ 원희룡 제주특별자치도지사가 ‘2019 전국소년체육대회’에 출전하는 선수들에게 “제주의 자랑스러운 모습을 널리 펼치고, 안전하고 건강한 모습으로 돌아오길 바란다”고 격려했다."
"782","■ 원희룡 지사는 13일 오후 제주복합체육관에서 열린 ‘2019 전국소년체육대회 참가 도선수단 결단식’에 참석해, 제주 선수들의 선전과 안전을 기원했다."
"783","■ 원희룡 지사는 격려사를 통해 “제주 선수라는 긍지를 가슴에 새기고, 최선을 다해주길 바란다”고 당부했다."
"784","<U+274D> 그러면서, “학생시절 스포츠를 통해 친구들과 땀흘리고 함께 호흡을 맞췄던 경험은 앞으로 인생을 살아가는데 큰 힘이 될 것”이라며 “학생들이 마음껏 운동할 수 있는 학교 체육을 만드는데 도정에서도 적극 돕겠다”고 전했다."
"785","■ 제주특별자치도체육회에서 주최·주관한 이날 결단식에는 원희룡 지사를 비롯해 선수단 및 임원 300여 명이 참석했다."
"786","■ 한편, 올해로 48회째를 맞은 ‘2019 전국소년체육대회’는 오는 5월 25일부터 28일까지 4일간 전라북도 일원에서 개최된다. 29개 종목에 632명(임원 69, 감독코치 94, 선수 469명)이 참가한다."
"787","<U+274D> 전국소년체육대회는 초등부 21개 종목과 중학부 36개 종목 등 총 36개 종목(일부 종목 중복)에 17개 시·도 선수단, 임원 등 총 1만7,000여 명이 참여할 예정이다."
"788","■<U+00A0>원희룡 제주특별자치도지사는 불기2563년 부처님 오신날인 12일 관음사에서 열린 봉축 법요식에서 축사를 통해 “부처님의 자비공명이 가득한 제주 사회를 기원한다”고 밝혔다."
"789","■ 원희룡 지사는 이 자리에서 “올해 부처님 오신날의 표어*처럼 우리 모두의 마음에 자비를 그리고, 어지럽고 갈등으로 가득한 세상에 평화를 가득 펼쳐나가길 바란다”고 말했다."
"790","※ 올해 부처님 오신날 표어: 마음愛 자비를! 세상愛 평화를!"
"791","<U+274D> 원 지사는 이어 “제주도정은 불자들과 함께 평화롭고 모두의 마음속에 자비가 가득한 진정한 평화의 섬 제주를 만들어나가기 위해, 더욱 겸허한 자세로 도민들과 함께 노력해 나가겠다”고 강조했다."
"792","<U+274D> 아울러, “자비의 등불이 가정과 일터, 제주공동체의 모든 갈등과 대립을 해결하고, 진정한 화해와 평화의 싹을 띄우는 등불이 되길 바란다”고 전했다."
"793","■ 원희룡 지사는 축사 이후, 아기부처를 목욕시키는 ‘관불의식’에 참여해 부처님의 탄생을 축하했다."
"794","■ 대한불교조계종 제23교구본사 관음사(주지 허운스님)에서 주관한 이날 법요식에는 원희룡 지사를 비롯해 불자 및 도민 등 500여 명이 참석했다."
"795","■ 한편, 원희룡 지사는 지난 10일 ‘부처님 오신날 봉축 메시지’를 통해 “‘남을 이롭게 하는 일이 곧 자신을 이롭게 하는 일’이라는 자리이타(自利利他)의 정신으로 모두가 평화로운 제주, 아름다운 세상을 함께 만들어 나가자”고 밝힌 바 있다."
"796","■ 원희룡 제주특별자치도지사는 10일 ‘제주 한·중 지도자 제1기 아카데미’에 강연자로 나서, “한·중 지도자 아카데미를 통해 중국에 대해 알고, 다양한 것을 배우고자 하는 제주도 리더들의 움직임은 굉장히 소중하다”고 한·중 관계의 중요성을 강조했다"
